# Reference library (divisor): control
# Comparison library (numerator): AS
Orientation of counted reads relative to the strand location of the annotation	Sequence name	Source	Feature	Start	End	Score	Strand	Frame	Attributes	AS_C1 raw countings	AS_C2 raw countings	AS_C3 raw countings	control_A1 raw countings	control_A2 raw countings	control_A3 raw countings	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
sense	CP032921.1	Genbank	CDS	1575103	1576467	.	+	0	ID=cds-AYM11162.1;Parent=gene-At1D1108_15360;Dbxref=NCBI_GP:AYM11162.1;Name=AYM11162.1;gbkey=CDS;locus_tag=At1D1108_15360;product=sulfite reductase;protein_id=AYM11162.1;transl_table=11	4.588252930459918	43.092948717948715	10.506944444444445	4.073150760937538	8.826132686159006	65.06659773455547	13.6218373234165	0.210104063758966	0.384595825842012	0.546298346579752	0.584860872616388	0.999958075701613
sense	CP032921.1	Genbank	gene	1576644	1577120	.	-	.	ID=gene-At1D1108_15370;Name=At1D1108_15370;gbkey=Gene;gene_biotype=protein_coding;locus_tag=At1D1108_15370	6.0	22.5	9.754504504504505	19.75	9.004464285714285	26.75	15.3570042920161	-0.22394557402965	0.400587682795535	-0.55904258580001	0.576132656856751	0.999958075701613
sense	CP032921.1	Genbank	CDS	1576644	1577120	.	-	0	ID=cds-AYM11163.1;Parent=gene-At1D1108_15370;Dbxref=NCBI_GP:AYM11163.1;Name=AYM11163.1;gbkey=CDS;locus_tag=At1D1108_15370;product=membrane protein;protein_id=AYM11163.1;transl_table=11	6.0	22.5	9.754504504504505	19.75	9.004464285714285	26.75	15.3570042920161	-0.22394557402965	0.400587682795535	-0.55904258580001	0.576132656856751	0.999958075701613
sense	CP032921.1	Genbank	gene	1577133	1577744	.	-	.	ID=gene-At1D1108_15380;Name=At1D1108_15380;gbkey=Gene;gene_biotype=protein_coding;locus_tag=At1D1108_15380	11.0	38.5	34.2545045045045	11.25	15.504464285714285	48.25	25.3802791470618	0.510158781771748	0.395476066897808	1.28998648584106	0.197055350317112	0.999958075701613
sense	CP032921.1	Genbank	CDS	1577133	1577744	.	-	0	ID=cds-AYM11164.1;Parent=gene-At1D1108_15380;Dbxref=NCBI_GP:AYM11164.1;Name=AYM11164.1;gbkey=CDS;locus_tag=At1D1108_15380;product=3-beta hydroxysteroid dehydrogenase;protein_id=AYM11164.1;transl_table=11	11.0	38.5	34.2545045045045	11.25	15.504464285714285	48.25	25.3802791470618	0.510158781771748	0.395476066897808	1.28998648584106	0.197055350317112	0.999958075701613
sense	CP032921.1	Genbank	gene	1577899	1578282	.	+	.	ID=gene-At1D1108_15390;Name=At1D1108_15390;gbkey=Gene;gene_biotype=protein_coding;locus_tag=At1D1108_15390	13.088252930459918	26.009615384615387	17.006944444444443	14.073150760937537	21.576132686159006	35.56659773455548	23.7143633387675	0.0442724585296891	0.402314127750629	0.11004450372454	0.912374080346963	0.999958075701613
sense	CP032921.1	Genbank	CDS	1577899	1578282	.	+	0	ID=cds-AYM11165.1;Parent=gene-At1D1108_15390;Dbxref=NCBI_GP:AYM11165.1;Name=AYM11165.1;gbkey=CDS;locus_tag=At1D1108_15390;product=HxlR family transcriptional regulator;protein_id=AYM11165.1;transl_table=11	13.088252930459918	26.009615384615387	17.006944444444443	14.073150760937537	21.576132686159006	35.56659773455548	23.7143633387675	0.0442724585296891	0.402314127750629	0.11004450372454	0.912374080346963	0.999958075701613
sense	CP032921.1	Genbank	gene	1578344	1578697	.	-	.	ID=gene-At1D1108_15400;Name=At1D1108_15400;gbkey=Gene;gene_biotype=protein_coding;locus_tag=At1D1108_15400	10.0	27.5	15.504504504504505	15.5	13.004464285714285	27.5	19.4955457308498	0.149067185843328	0.398737718633067	0.37384771712682	0.708517616153251	0.999958075701613
sense	CP032921.1	Genbank	CDS	1578344	1578697	.	-	0	ID=cds-AYM11166.1;Parent=gene-At1D1108_15400;Dbxref=NCBI_GP:AYM11166.1;Name=AYM11166.1;gbkey=CDS;locus_tag=At1D1108_15400;product=membrane protein;protein_id=AYM11166.1;transl_table=11	10.0	27.5	15.504504504504505	15.5	13.004464285714285	27.5	19.4955457308498	0.149067185843328	0.398737718633067	0.37384771712682	0.708517616153251	0.999958075701613
sense	CP032921.1	Genbank	gene	1578939	1581920	.	+	.	ID=gene-At1D1108_15410;Name=uvrB;gbkey=Gene;gene=uvrB;gene_biotype=protein_coding;locus_tag=At1D1108_15410	6.838252930459918	91.00961538461539	16.506944444444443	19.573150760937537	14.076132686159006	155.81659773455547	27.3692876153133	-0.126538629727098	0.366945562507923	-0.344843057543082	0.730212361033959	0.999958075701613
sense	CP032921.1	Genbank	CDS	1578939	1581920	.	+	0	ID=cds-AYM11167.1;Parent=gene-At1D1108_15410;Dbxref=NCBI_GP:AYM11167.1;Name=AYM11167.1;gbkey=CDS;gene=uvrB;locus_tag=At1D1108_15410;product=excinuclease ABC subunit B;protein_id=AYM11167.1;transl_table=11	6.838252930459918	91.00961538461539	16.506944444444443	19.573150760937537	14.076132686159006	155.81659773455547	27.3692876153133	-0.126538629727098	0.366945562507923	-0.344843057543082	0.730212361033959	0.999958075701613
sense	CP032921.1	Genbank	gene	1581952	1582920	.	+	.	ID=gene-At1D1108_15420;Name=fes;gbkey=Gene;gene=fes;gene_biotype=protein_coding;locus_tag=At1D1108_15420	14.338252930459918	58.00961538461539	29.506944444444443	61.57315076093754	46.576132686159006	82.56659773455547	50.2591122844231	-0.477988744733116	0.40694726057563	-1.17457172228411	0.24016610201603	0.999958075701613
sense	CP032921.1	Genbank	CDS	1581952	1582920	.	+	0	ID=cds-AYM11168.1;Parent=gene-At1D1108_15420;Dbxref=NCBI_GP:AYM11168.1;Name=AYM11168.1;gbkey=CDS;gene=fes;locus_tag=At1D1108_15420;product=enterochelin esterase;protein_id=AYM11168.1;transl_table=11	14.338252930459918	58.00961538461539	29.506944444444443	61.57315076093754	46.576132686159006	82.56659773455547	50.2591122844231	-0.477988744733116	0.40694726057563	-1.17457172228411	0.24016610201603	0.999958075701613
sense	CP032921.1	Genbank	gene	1582933	1583367	.	-	.	ID=gene-At1D1108_15430;Name=At1D1108_15430;gbkey=Gene;gene_biotype=protein_coding;locus_tag=At1D1108_15430	12.5	43.5	10.004504504504505	15.015151515151516	18.004464285714285	42.0	21.6847423471815	0.0175585741534576	0.393063191466017	0.0446711229509152	0.964369451259106	0.999958075701613
sense	CP032921.1	Genbank	CDS	1582933	1583367	.	-	0	ID=cds-AYM11169.1;Parent=gene-At1D1108_15430;Dbxref=NCBI_GP:AYM11169.1;Name=AYM11169.1;gbkey=CDS;locus_tag=At1D1108_15430;product=hypothetical protein;protein_id=AYM11169.1;transl_table=11	12.5	43.5	10.004504504504505	15.015151515151516	18.004464285714285	42.0	21.6847423471815	0.0175585741534576	0.393063191466017	0.0446711229509152	0.964369451259106	0.999958075701613
sense	CP032921.1	Genbank	gene	1583508	1583963	.	+	.	ID=gene-At1D1108_15440;Name=At1D1108_15440;gbkey=Gene;gene_biotype=protein_coding;locus_tag=At1D1108_15440	0.588252930459918	16.759615384615387	1.7569444444444444	5.573150760937538	4.076132686159006	29.81659773455548	5.6743984332635	-0.370855450855261	0.408744688070372	-0.907303413791186	0.364246369420048	NA
sense	CP032921.1	Genbank	CDS	1583508	1583963	.	+	0	ID=cds-AYM11170.1;Parent=gene-At1D1108_15440;Dbxref=NCBI_GP:AYM11170.1;Name=AYM11170.1;gbkey=CDS;locus_tag=At1D1108_15440;product=photosystem reaction center subunit H;protein_id=AYM11170.1;transl_table=11	0.588252930459918	16.759615384615387	1.7569444444444444	5.573150760937538	4.076132686159006	29.81659773455548	5.6743984332635	-0.370855450855261	0.408744688070372	-0.907303413791186	0.364246369420048	NA
sense	CP032921.1	Genbank	gene	1584121	1584732	.	+	.	ID=gene-At1D1108_15450;Name=At1D1108_15450;gbkey=Gene;gene_biotype=protein_coding;locus_tag=At1D1108_15450	5.088252930459918	29.759615384615387	15.756944444444445	9.073150760937537	11.076132686159006	41.56659773455548	15.1892057934805	0.160050791257426	0.38898117839036	0.411461531171587	0.680734143420115	0.999958075701613
sense	CP032921.1	Genbank	CDS	1584121	1584732	.	+	0	ID=cds-AYM11171.1;Parent=gene-At1D1108_15450;Dbxref=NCBI_GP:AYM11171.1;Name=AYM11171.1;gbkey=CDS;locus_tag=At1D1108_15450;product=peptidase;protein_id=AYM11171.1;transl_table=11	5.088252930459918	29.759615384615387	15.756944444444445	9.073150760937537	11.076132686159006	41.56659773455548	15.1892057934805	0.160050791257426	0.38898117839036	0.411461531171587	0.680734143420115	0.999958075701613
sense	CP032921.1	Genbank	gene	1584752	1585354	.	-	.	ID=gene-At1D1108_15460;Name=dnaJ;gbkey=Gene;gene=dnaJ;gene_biotype=protein_coding;locus_tag=At1D1108_15460	5.0	28.5	10.504504504504505	4.015151515151516	5.004464285714286	51.0	11.0941776066412	0.325647649640294	0.395215265703985	0.823975382277371	0.409953545927432	NA
sense	CP032921.1	Genbank	CDS	1584752	1585354	.	-	0	ID=cds-AYM11172.1;Parent=gene-At1D1108_15460;Dbxref=NCBI_GP:AYM11172.1;Name=AYM11172.1;gbkey=CDS;gene=dnaJ;locus_tag=At1D1108_15460;product=molecular chaperone DnaJ;protein_id=AYM11172.1;transl_table=11	5.0	28.5	10.504504504504505	4.015151515151516	5.004464285714286	51.0	11.0941776066412	0.325647649640294	0.395215265703985	0.823975382277371	0.409953545927432	NA
sense	CP032921.1	Genbank	gene	1585672	1586025	.	+	.	ID=gene-At1D1108_15470;Name=At1D1108_15470;gbkey=Gene;gene_biotype=protein_coding;locus_tag=At1D1108_15470	7.588252930459918	23.759615384615387	10.506944444444445	22.573150760937537	15.576132686159006	40.56659773455548	20.1054791771608	-0.377722406359039	0.396895487582165	-0.951692367832333	0.341253021177437	0.999958075701613
sense	CP032921.1	Genbank	CDS	1585672	1586025	.	+	0	ID=cds-AYM11173.1;Parent=gene-At1D1108_15470;Dbxref=NCBI_GP:AYM11173.1;Name=AYM11173.1;gbkey=CDS;locus_tag=At1D1108_15470;product=hypothetical protein;protein_id=AYM11173.1;transl_table=11	7.588252930459918	23.759615384615387	10.506944444444445	22.573150760937537	15.576132686159006	40.56659773455548	20.1054791771608	-0.377722406359039	0.396895487582165	-0.951692367832333	0.341253021177437	0.999958075701613
sense	CP032921.1	Genbank	gene	1586081	1586156	.	-	.	ID=gene-At1D1108_t300;Name=At1D1108_t300;gbkey=Gene;gene_biotype=tRNA;locus_tag=At1D1108_t300	29.0	25.5	25.004504504504503	39.015151515151516	26.504464285714285	24.5	41.1676170245121	0.113739452691189	0.407999060926527	0.278773810000684	0.780418414564392	0.999958075701613
sense	CP032921.1	Genbank	tRNA	1586081	1586156	.	-	.	ID=rna-At1D1108_t300;Parent=gene-At1D1108_t300;Note=codon recognized: ACA;gbkey=tRNA;locus_tag=At1D1108_t300;product=tRNA-Thr	29.0	25.5	25.004504504504503	39.015151515151516	26.504464285714285	24.5	41.1676170245121	0.113739452691189	0.407999060926527	0.278773810000684	0.780418414564392	0.999958075701613
sense	CP032921.1	Genbank	gene	1586364	1588103	.	+	.	ID=gene-At1D1108_15480;Name=At1D1108_15480;gbkey=Gene;gene_biotype=protein_coding;locus_tag=At1D1108_15480	2.0882529304599178	74.75961538461539	8.506944444444445	6.073150760937538	4.076132686159006	87.06659773455547	13.0572700436016	0.252954032903861	0.396061071012369	0.638674314184141	0.523034825720228	0.999958075701613
sense	CP032921.1	Genbank	CDS	1586364	1588103	.	+	0	ID=cds-AYM11174.1;Parent=gene-At1D1108_15480;Dbxref=NCBI_GP:AYM11174.1;Name=AYM11174.1;gbkey=CDS;locus_tag=At1D1108_15480;product=GGDEF family protein;protein_id=AYM11174.1;transl_table=11	2.0882529304599178	74.75961538461539	8.506944444444445	6.073150760937538	4.076132686159006	87.06659773455547	13.0572700436016	0.252954032903861	0.396061071012369	0.638674314184141	0.523034825720228	0.999958075701613
sense	CP032921.1	Genbank	gene	1588122	1589231	.	-	.	ID=gene-At1D1108_15490;Name=At1D1108_15490;gbkey=Gene;gene_biotype=protein_coding;locus_tag=At1D1108_15490	7.25	45.5	13.504504504504505	25.015151515151516	22.504464285714285	64.25	24.9632157457497	-0.43740876363176	0.386268396382285	-1.13239593952921	0.257468011202077	0.999958075701613
sense	CP032921.1	Genbank	CDS	1588122	1589231	.	-	0	ID=cds-AYM11175.1;Parent=gene-At1D1108_15490;Dbxref=NCBI_GP:AYM11175.1;Name=AYM11175.1;gbkey=CDS;locus_tag=At1D1108_15490;product=endonuclease;protein_id=AYM11175.1;transl_table=11	7.25	45.5	13.504504504504505	25.015151515151516	22.504464285714285	64.25	24.9632157457497	-0.43740876363176	0.386268396382285	-1.13239593952921	0.257468011202077	0.999958075701613
sense	CP032921.1	Genbank	gene	1589398	1590426	.	-	.	ID=gene-At1D1108_15500;Name=fbpC;gbkey=Gene;gene=fbpC;gene_biotype=protein_coding;locus_tag=At1D1108_15500	1.25	34.75	4.004504504504505	4.015151515151516	4.004464285714286	47.5	7.28282549638855	-0.0242020280517409	0.408100030172065	-0.059304156487165	0.952709850545889	NA
sense	CP032921.1	Genbank	CDS	1589398	1590426	.	-	0	ID=cds-AYM11176.1;Parent=gene-At1D1108_15500;Dbxref=NCBI_GP:AYM11176.1;Name=AYM11176.1;gbkey=CDS;gene=fbpC;locus_tag=At1D1108_15500;product=iron(III) transport system ATP-binding protein;protein_id=AYM11176.1;transl_table=11	1.25	34.75	4.004504504504505	4.015151515151516	4.004464285714286	47.5	7.28282549638855	-0.0242020280517409	0.408100030172065	-0.059304156487165	0.952709850545889	NA
sense	CP032921.1	Genbank	gene	1590414	1592108	.	-	.	ID=gene-At1D1108_15510;Name=fbpB;gbkey=Gene;gene=fbpB;gene_biotype=protein_coding;locus_tag=At1D1108_15510	2.5	43.75	7.504504504504505	3.765151515151515	2.0044642857142856	77.0	9.66964220194067	0.151063136323383	0.405201676397497	0.372809751594394	0.709290044534557	NA
sense	CP032921.1	Genbank	CDS	1590414	1592108	.	-	0	ID=cds-AYM11177.1;Parent=gene-At1D1108_15510;Dbxref=NCBI_GP:AYM11177.1;Name=AYM11177.1;gbkey=CDS;gene=fbpB;locus_tag=At1D1108_15510;product=iron(III) transport system permease protein;protein_id=AYM11177.1;transl_table=11	2.5	43.75	7.504504504504505	3.765151515151515	2.0044642857142856	77.0	9.66964220194067	0.151063136323383	0.405201676397497	0.372809751594394	0.709290044534557	NA
sense	CP032921.1	Genbank	gene	1592118	1593101	.	-	.	ID=gene-At1D1108_15520;Name=fbpA;gbkey=Gene;gene=fbpA;gene_biotype=protein_coding;locus_tag=At1D1108_15520	2.0	33.0	7.004504504504505	3.265151515151515	4.004464285714286	43.0	8.00860924276982	0.231694404863783	0.40540278412505	0.571516560656659	0.567649537759875	NA
sense	CP032921.1	Genbank	CDS	1592118	1593101	.	-	0	ID=cds-AYM11178.1;Parent=gene-At1D1108_15520;Dbxref=NCBI_GP:AYM11178.1;Name=AYM11178.1;gbkey=CDS;gene=fbpA;locus_tag=At1D1108_15520;product=iron(III) transport system substrate-binding protein;protein_id=AYM11178.1;transl_table=11	2.0	33.0	7.004504504504505	3.265151515151515	4.004464285714286	43.0	8.00860924276982	0.231694404863783	0.40540278412505	0.571516560656659	0.567649537759875	NA
sense	CP032921.1	Genbank	gene	1593407	1594651	.	-	.	ID=gene-At1D1108_15530;Name=At1D1108_15530;gbkey=Gene;gene_biotype=protein_coding;locus_tag=At1D1108_15530	1.0	39.5	5.004504504504505	3.015151515151515	0.5044642857142857	68.75	7.36783579537895	0.0783110130363091	0.408728139770546	0.191596822964702	0.848058031316225	NA
sense	CP032921.1	Genbank	CDS	1593407	1594651	.	-	0	ID=cds-AYM11179.1;Parent=gene-At1D1108_15530;Dbxref=NCBI_GP:AYM11179.1;Name=AYM11179.1;gbkey=CDS;locus_tag=At1D1108_15530;product=aminotransferase;protein_id=AYM11179.1;transl_table=11	1.0	39.5	5.004504504504505	3.015151515151515	0.5044642857142857	68.75	7.36783579537895	0.0783110130363091	0.408728139770546	0.191596822964702	0.848058031316225	NA
sense	CP032921.1	Genbank	gene	1594917	1595369	.	+	.	ID=gene-At1D1108_15540;Name=fucU;gbkey=Gene;gene=fucU;gene_biotype=protein_coding;locus_tag=At1D1108_15540	2.06047515268214	19.759615384615387	6.006944444444445	18.573150760937537	17.576132686159006	32.2888199567777	14.8866368167854	-0.904102816487236	0.400882403819295	-2.25528186788357	0.0241156420138948	0.631796594234423
sense	CP032921.1	Genbank	CDS	1594917	1595369	.	+	0	ID=cds-AYM11180.1;Parent=gene-At1D1108_15540;Dbxref=NCBI_GP:AYM11180.1;Name=AYM11180.1;gbkey=CDS;gene=fucU;locus_tag=At1D1108_15540;product=L-fucose mutarotase;protein_id=AYM11180.1;transl_table=11	2.06047515268214	19.759615384615387	6.006944444444445	18.573150760937537	17.576132686159006	32.2888199567777	14.8866368167854	-0.904102816487236	0.400882403819295	-2.25528186788357	0.0241156420138948	0.631796594234423
sense	CP032921.1	Genbank	gene	1595479	1596510	.	+	.	ID=gene-At1D1108_15550;Name=At1D1108_15550;gbkey=Gene;gene_biotype=protein_coding;locus_tag=At1D1108_15550	2.06047515268214	28.759615384615387	4.506944444444445	2.073150760937538	0.5761326861590067	43.2888199567777	6.13335388794127	0.282746295214198	0.408581412347974	0.692019476826795	0.488925097726422	NA
sense	CP032921.1	Genbank	CDS	1595479	1596510	.	+	0	ID=cds-AYM11181.1;Parent=gene-At1D1108_15550;Dbxref=NCBI_GP:AYM11181.1;Name=AYM11181.1;gbkey=CDS;locus_tag=At1D1108_15550;product=endonuclease;protein_id=AYM11181.1;transl_table=11	2.06047515268214	28.759615384615387	4.506944444444445	2.073150760937538	0.5761326861590067	43.2888199567777	6.13335388794127	0.282746295214198	0.408581412347974	0.692019476826795	0.488925097726422	NA
sense	CP032921.1	Genbank	gene	1596584	1597603	.	-	.	ID=gene-At1D1108_15560;Name=ilvC;gbkey=Gene;gene=ilvC;gene_biotype=protein_coding;locus_tag=At1D1108_15560	3.5	31.5	7.504504504504505	10.265151515151516	5.254464285714286	57.0	11.7410826094308	-0.0581708151651082	0.38842474541835	-0.149760837462751	0.880953307997657	NA
sense	CP032921.1	Genbank	CDS	1596584	1597603	.	-	0	ID=cds-AYM11182.1;Parent=gene-At1D1108_15560;Dbxref=NCBI_GP:AYM11182.1;Name=AYM11182.1;gbkey=CDS;gene=ilvC;locus_tag=At1D1108_15560;product=ketol-acid reductoisomerase;protein_id=AYM11182.1;transl_table=11	3.5	31.5	7.504504504504505	10.265151515151516	5.254464285714286	57.0	11.7410826094308	-0.0581708151651082	0.38842474541835	-0.149760837462751	0.880953307997657	NA
sense	CP032921.1	Genbank	gene	1597648	1598301	.	-	.	ID=gene-At1D1108_15570;Name=At1D1108_15570;gbkey=Gene;gene_biotype=protein_coding;locus_tag=At1D1108_15570	0.5	20.25	4.504504504504505	7.265151515151516	2.7544642857142856	29.25	5.96966153532411	-0.192873291459126	0.408716954725493	-0.471899414079031	0.636998586306542	NA
sense	CP032921.1	Genbank	CDS	1597648	1598301	.	-	0	ID=cds-AYM11183.1;Parent=gene-At1D1108_15570;Dbxref=NCBI_GP:AYM11183.1;Name=AYM11183.1;gbkey=CDS;locus_tag=At1D1108_15570;product=TetR family transcriptional regulator;protein_id=AYM11183.1;transl_table=11	0.5	20.25	4.504504504504505	7.265151515151516	2.7544642857142856	29.25	5.96966153532411	-0.192873291459126	0.408716954725493	-0.471899414079031	0.636998586306542	NA
sense	CP032921.1	Genbank	gene	1598328	1598498	.	+	.	ID=gene-At1D1108_15580;Name=At1D1108_15580;gbkey=Gene;gene_biotype=protein_coding;locus_tag=At1D1108_15580	10.560475152682141	22.009615384615387	12.506944444444445	16.573150760937537	19.576132686159006	37.5388199567777	21.676363508291	-0.158238677897671	0.401026922729441	-0.394583677376767	0.693150161659759	0.999958075701613
sense	CP032921.1	Genbank	CDS	1598328	1598498	.	+	0	ID=cds-AYM11184.1;Parent=gene-At1D1108_15580;Dbxref=NCBI_GP:AYM11184.1;Name=AYM11184.1;gbkey=CDS;locus_tag=At1D1108_15580;product=hypothetical protein;protein_id=AYM11184.1;transl_table=11	10.560475152682141	22.009615384615387	12.506944444444445	16.573150760937537	19.576132686159006	37.5388199567777	21.676363508291	-0.158238677897671	0.401026922729441	-0.394583677376767	0.693150161659759	0.999958075701613
sense	CP032921.1	Genbank	gene	1598454	1599362	.	-	.	ID=gene-At1D1108_15590;Name=At1D1108_15590;gbkey=Gene;gene_biotype=protein_coding;locus_tag=At1D1108_15590	3.0	34.75	6.504504504504505	4.015151515151516	2.5044642857142856	53.25	8.91856437654666	0.223679858369747	0.402749371601834	0.555382265353059	0.578633220381117	NA
sense	CP032921.1	Genbank	CDS	1598454	1599362	.	-	0	ID=cds-AYM11185.1;Parent=gene-At1D1108_15590;Dbxref=NCBI_GP:AYM11185.1;Name=AYM11185.1;gbkey=CDS;locus_tag=At1D1108_15590;product=AraC family transcriptional regulator;protein_id=AYM11185.1;transl_table=11	3.0	34.75	6.504504504504505	4.015151515151516	2.5044642857142856	53.25	8.91856437654666	0.223679858369747	0.402749371601834	0.555382265353059	0.578633220381117	NA
sense	CP032921.1	Genbank	gene	1599550	1600596	.	+	.	ID=gene-At1D1108_15600;Name=At1D1108_15600;gbkey=Gene;gene_biotype=protein_coding;locus_tag=At1D1108_15600	10.060475152682141	55.50961538461539	23.506944444444443	42.07315076093754	28.576132686159006	106.5388199567777	37.0248888364279	-0.443800910003372	0.393402535788121	-1.12810892058508	0.259273922229135	0.999958075701613
sense	CP032921.1	Genbank	CDS	1599550	1600596	.	+	0	ID=cds-AYM11186.1;Parent=gene-At1D1108_15600;Dbxref=NCBI_GP:AYM11186.1;Name=AYM11186.1;gbkey=CDS;locus_tag=At1D1108_15600;product=NADP-dependent alcohol dehydrogenase;protein_id=AYM11186.1;transl_table=11	10.060475152682141	55.50961538461539	23.506944444444443	42.07315076093754	28.576132686159006	106.5388199567777	37.0248888364279	-0.443800910003372	0.393402535788121	-1.12810892058508	0.259273922229135	0.999958075701613
sense	CP032921.1	Genbank	gene	1600743	1602008	.	-	.	ID=gene-At1D1108_15610;Name=ndh;gbkey=Gene;gene=ndh;gene_biotype=protein_coding;locus_tag=At1D1108_15610	1.5	39.0	8.254504504504505	3.265151515151515	1.0044642857142856	56.00568181818182	8.11614513881307	0.345491878331202	0.408220182742025	0.846337082136714	0.397364726840875	NA
sense	CP032921.1	Genbank	CDS	1600743	1602008	.	-	0	ID=cds-AYM11187.1;Parent=gene-At1D1108_15610;Dbxref=NCBI_GP:AYM11187.1;Name=AYM11187.1;gbkey=CDS;gene=ndh;locus_tag=At1D1108_15610;product=NADH dehydrogenase;protein_id=AYM11187.1;transl_table=11	1.5	39.0	8.254504504504505	3.265151515151515	1.0044642857142856	56.00568181818182	8.11614513881307	0.345491878331202	0.408220182742025	0.846337082136714	0.397364726840875	NA
sense	CP032921.1	Genbank	gene	1602080	1602835	.	-	.	ID=gene-At1D1108_15620;Name=pdxJ;gbkey=Gene;gene=pdxJ;gene_biotype=protein_coding;locus_tag=At1D1108_15620	31.0	54.5	51.2545045045045	75.76515151515152	61.004464285714285	93.50568181818181	72.0648372979352	-0.177340940773409	0.408203087893259	-0.434442918324474	0.663966837402604	0.999958075701613
sense	CP032921.1	Genbank	CDS	1602080	1602835	.	-	0	ID=cds-AYM11188.1;Parent=gene-At1D1108_15620;Dbxref=NCBI_GP:AYM11188.1;Name=AYM11188.1;gbkey=CDS;gene=pdxJ;locus_tag=At1D1108_15620;product=pyridoxal phosphate biosynthesis protein;protein_id=AYM11188.1;transl_table=11	31.0	54.5	51.2545045045045	75.76515151515152	61.004464285714285	93.50568181818181	72.0648372979352	-0.177340940773409	0.408203087893259	-0.434442918324474	0.663966837402604	0.999958075701613
sense	CP032921.1	Genbank	gene	1603069	1603764	.	+	.	ID=gene-At1D1108_15630;Name=At1D1108_15630;gbkey=Gene;gene_biotype=protein_coding;locus_tag=At1D1108_15630	5.56047515268214	23.009615384615387	5.506944444444445	17.123150760937538	22.076132686159006	48.0388199567777	18.3932310693575	-0.725558420132942	0.395440639216819	-1.83480995167803	0.0665338535783799	0.999958075701613
sense	CP032921.1	Genbank	CDS	1603069	1603764	.	+	0	ID=cds-AYM11189.1;Parent=gene-At1D1108_15630;Dbxref=NCBI_GP:AYM11189.1;Name=AYM11189.1;gbkey=CDS;locus_tag=At1D1108_15630;product=transcriptional regulator;protein_id=AYM11189.1;transl_table=11	5.56047515268214	23.009615384615387	5.506944444444445	17.123150760937538	22.076132686159006	48.0388199567777	18.3932310693575	-0.725558420132942	0.395440639216819	-1.83480995167803	0.0665338535783799	0.999958075701613
sense	CP032921.1	Genbank	gene	1603872	1604999	.	-	.	ID=gene-At1D1108_15640;Name=At1D1108_15640;gbkey=Gene;gene_biotype=protein_coding;locus_tag=At1D1108_15640	5.5	37.0	7.504504504504505	9.515151515151516	10.504464285714285	66.50568181818181	15.2241518407527	-0.167281839297442	0.378172273346182	-0.442342950786112	0.658241054837511	0.999958075701613
sense	CP032921.1	Genbank	CDS	1603872	1604999	.	-	0	ID=cds-AYM11190.1;Parent=gene-At1D1108_15640;Dbxref=NCBI_GP:AYM11190.1;Name=AYM11190.1;gbkey=CDS;locus_tag=At1D1108_15640;product=exodeoxyribonuclease V;protein_id=AYM11190.1;transl_table=11	5.5	37.0	7.504504504504505	9.515151515151516	10.504464285714285	66.50568181818181	15.2241518407527	-0.167281839297442	0.378172273346182	-0.442342950786112	0.658241054837511	0.999958075701613
sense	CP032921.1	Genbank	gene	1605115	1606410	.	+	.	ID=gene-At1D1108_15650;Name=At1D1108_15650;gbkey=Gene;gene_biotype=protein_coding;locus_tag=At1D1108_15650	2.06047515268214	36.50961538461539	13.506944444444445	9.123150760937538	7.326132686159006	76.2888199567777	13.4926239287937	-0.0530274839208485	0.384960722735675	-0.137747777342102	0.890439758422784	0.999958075701613
sense	CP032921.1	Genbank	CDS	1605115	1606410	.	+	0	ID=cds-AYM11191.1;Parent=gene-At1D1108_15650;Dbxref=NCBI_GP:AYM11191.1;Name=AYM11191.1;gbkey=CDS;locus_tag=At1D1108_15650;product=oxidoreductase;protein_id=AYM11191.1;transl_table=11	2.06047515268214	36.50961538461539	13.506944444444445	9.123150760937538	7.326132686159006	76.2888199567777	13.4926239287937	-0.0530274839208485	0.384960722735675	-0.137747777342102	0.890439758422784	0.999958075701613
sense	CP032921.1	Genbank	gene	1606410	1606892	.	+	.	ID=gene-At1D1108_15660;Name=At1D1108_15660;gbkey=Gene;gene_biotype=protein_coding;locus_tag=At1D1108_15660	17.06047515268214	40.50961538461539	17.506944444444443	25.123150760937538	22.888632686159006	47.2888199567777	30.2258163149115	0.0149537804520492	0.401329758329744	0.0372605822062234	0.970277234495347	0.999958075701613
sense	CP032921.1	Genbank	CDS	1606410	1606892	.	+	0	ID=cds-AYM11192.1;Parent=gene-At1D1108_15660;Dbxref=NCBI_GP:AYM11192.1;Name=AYM11192.1;gbkey=CDS;locus_tag=At1D1108_15660;product=membrane protein;protein_id=AYM11192.1;transl_table=11	17.06047515268214	40.50961538461539	17.506944444444443	25.123150760937538	22.888632686159006	47.2888199567777	30.2258163149115	0.0149537804520492	0.401329758329744	0.0372605822062234	0.970277234495347	0.999958075701613
sense	CP032921.1	Genbank	gene	1606899	1607381	.	-	.	ID=gene-At1D1108_15670;Name=At1D1108_15670;gbkey=Gene;gene_biotype=protein_coding;locus_tag=At1D1108_15670	0.75	29.75	5.254504504504505	4.765151515151516	1.0044642857142856	31.00568181818182	5.99472804970794	0.220598684307711	0.408812326909323	0.539608690313883	0.589466922186154	NA
